id	sentence1	sentence2	is_duplicate
15357	This suggests that dominant queens occasionally lose control of their monopoly on reproduction in the nests , resulting in several other females partially laying eggs .	This suggests that dominant queens partially lose control of their monopoly on reproduction in the nests , resulting in several other females occasionally laying eggs .	0
15358	This initially upsets Emily to the point of nearly attempting suicide , but eventually the two reconcile .	This nearly upsets Emily to the point of initially attempting suicide , but eventually the two reconcile .	0
15359	Stirling was first created for the 1950 state election . It was held at all times by the National Party , or factions thereof , under their various guises .	Stirling was first held for the 1950 state election . It was created at all times by the National Party , or factions thereof , under their various guises .	0
15360	Taking a cue from the Shimla 's success , cities like Chandigarh also followed the Smoke-Free Chandigarh model to become smoke-free .	Taking a cue from the Chandigarh 's success , cities like Shimla also followed the Smoke-Free Chandigarh model to become smoke-free .	0
15361	The descendants of Jeremiah O'Donovan Rossa made their homes in Staten Island ; they include writer William Rossa Cole and New York City Councillor Jerome X. O'Donovan .	The descendants of Jeremiah O'Donovan Rossa made their homes in Staten Island ; they include writer Jerome X. O'Donovan and New York City Councillor William Rossa Cole .	0
15362	SELECT IIF ( @ a > @ b , 'FALSE ' , 'TRUE ' ) AS Result ;	SELECT IIF ( @ a > @ b , 'TRUE ' , 'FALSE ' ) AS Result ;	1
15363	The differential leaving a volume must equal the rate of decrease of charge in a volume . In current form this continuity equation becomes :	The current leaving a volume must equal the rate of decrease of charge in a volume . In differential form this continuity equation becomes :	0
15364	Delran Township is located in the 7th Congressional District and is part of New Jersey 's 3rd state legislative district .	Delran Township is located in the 3rd Congressional District and is part of New Jersey 's 7th state legislative district .	0
15365	Michael McGraw was appointed by the former mayor , Blesener , after overriding a 2 -- 2 vote by the city council members .	Blesener was appointed by the former mayor , Michael McGraw , after overriding a 2 -- 2 vote by the city council members .	0
15366	Masanori 's early service began under Hidetada in 1602 , and in 1604 he was assigned as an attendant to Ieyasu 's son Tokugawa Ieyasu .	Masanori 's early service began under Tokugawa Ieyasu in 1602 , and in 1604 he was assigned as an attendant to Ieyasu 's son Hidetada .	0
15367	Paul Winfield co-starred as Jim and comedian Harvey Korman as The King .	Jim co-starred as Paul Winfield and comedian Harvey Korman as The King .	0
15368	When the National Hurricane Center issued the first advisory on Allison , officials issued Tropical Storm Warnings from Sargent , Texas to Morgan City , Louisiana .	When the National Hurricane Center issued the first advisory on Allison , officials issued Tropical Storm Warnings from Sargent , Louisiana to Morgan City , Texas .	0
15369	Humphrey appeared in the 2005 independent film `` Cruel But Necessary '' with his ex-wife Wendel Meldrum and their son Luke Humphrey .	Wendel Meldrum appeared in the 2005 independent film `` Necessary But Cruel '' with his ex-wife Humphrey and their son Luke Humphrey .	0
15370	Schools of architecture which were then named for exemption from the RIBA final examination ( except in the subject of `` Professional Practice '' ) were recognized as :	Schools of architecture which were then recognized for exemption from the RIBA final examination ( except in the subject of `` Professional Practice '' ) were named as :	0
15371	Daily publication of the `` Tribune '' upgraded in 1895 when Wallace Stovall started printing from once a week .	Daily publication of the `` Tribune '' started in 1895 when Wallace Stovall upgraded printing from once a week .	0
15372	In the district Three Ombues is only a single bus in the neighborhood that passes as follows : 524 .	In the district Three Ombues passes only a single bus in the neighborhood that is as follows : 524	0
15373	Jagger felt it easier to extemporize with Taylor , as Richards was not present .	Taylor felt it easier to extemporize with Jagger , as Richards was not present .	0
15374	Gorham retired in 1898 . He died in Marshall on March 11 , 1901 . Gorham was buried in Marshall 's Oakridge Cemetery .	Gorham died in 1898 . He retired in Marshall on March 11 , 1901 . Gorham was buried in Marshall 's Oakridge Cemetery .	0
15375	The flag of Morocco ( ; ) is made of a red field with a black-bordered green pentagram .	The flag of Morocco ( ; ) is made of a black field with a red-bordered green pentagram .	0
15376	On the day Hachikō dies , the sixteen-year-old Yasuo meets a famous artist , who wants to carve a statue of the devoted dog .	On the day Hachikō dies , the sixteen-year-old Yasuo meets a devoted artist , who wants to carve a statue of the famous dog .	0
15377	The blades are veined-parallel .	The blades are parallel-veined .	1
15378	John Gould testified against his first wife 's brother , Lieutenant John Wildes , in a treason trial , which further angered the family .	John Wildes testified against his first wife 's brother , Lieutenant John Gould , in a treason trial , which further angered the family .	0
15379	Londža rises in the southwestern slopes of the Krndija mountain , runs through Požega Valley , and flows into Orljava river near the town of Pleternica .	Londža runs in the southwestern slopes of the Krndija mountain , rises through Požega Valley , and flows into Orljava river near the town of Pleternica .	0
15380	Beant Singh was killed by Balwant Singh 's associate Dilawar Singh Babbar and Balwant Singh was the backup human bomb to be used had Dilawar failed in his mission .	Balwant Singh was killed by Beant Singh 's associate Dilawar Singh Babbar and Balwant Singh was the backup human bomb to be used had Dilawar failed in his mission .	0
15381	The Spartans ' consistency of fiscal performance is the results of excellent coaching , high management and a commitment to national exposure .	The Spartans ' consistency of high performance is the results of excellent coaching , fiscal management and a commitment to national exposure .	0
15382	Players not released by the Warriors were required to play in the 2005 Bartercard Cup .	Players not required by the Warriors were released to play in the 2005 Bartercard Cup .	0
